768529421548609536	NEU
771028255629512706	N
771055632854183940	N
770138191689093122	NEU
769716104491040768	N
772422073620856834	N
771900782958575616	N
772608649332129792	NEU
772598157607854081	N
772915368696381440	N
772140138302410752	NONE
773274291697778689	NEU
773927605091393536	NEU
774008937339289600	N
774692882506715136	N
774663839346548736	NEU
774341858340274176	N
774256448557686788	P
774209846858186752	NEU
774222425613565952	NONE
768645501864542208	P
767553440675401728	P
769300765571739648	NEU
769187206313443329	NONE
768454169426550788	P
769360861823660032	N
768985307995901952	P
769025706231750656	N
769020280475947008	N
768676911497277440	P
768300435274735616	P
757310362471522304	P
757282762348957696	P
757377995669643264	N
757413115499798528	N
757958413376774144	NONE
756930105637830656	P
756951246712569856	N
756521225917239296	NONE
756549437619593216	NEU
757703713481977856	NEU
757702966149320705	P
757720156902723584	N
756662944889466880	P
756700793114333184	P
756312620106452993	N
755889628771672065	P
756167807147139072	P
755770051903496192	NEU
775596398465146880	P
758130749593772032	N
755546628812046336	NEU
759840591865716736	P
759840289909465088	NONE
759865322992115717	NONE
760684657172242432	NEU
759170119067140096	N
759147334945169409	N
759562505723211776	P
760332726079807489	P
759854334045675521	P
759948369599066112	NEU
760855871786065921	N
762806538599792644	P
763165108818313216	NEU
763201818658762752	P
763221642722050048	N
762796025677508612	N
763187960900624384	N
765278341817565185	P
764590290267213824	N
764668147454664704	P
762790711188152320	P
765345052726071296	P
755782082245320705	N
754927980959428609	N
755180952570195968	P
759016394474131456	N
758990968439775232	P
758985341231476736	NEU
755596268034859008	N
755238499662651392	P
758292055495938048	P
758466072949522433	NEU
758266376335331329	P
766739826800484352	N
766712913721712640	N
766724869409087488	NEU
766436756266819584	N
765646040733257728	P
767109453619617792	N
767020972633448448	N
767041327376789505	N
766465353228685312	N
766432596049948673	NONE
766495816009846784	P
766450439256674306	P
766039512443154432	N
765657337835220993	N
762342280879628289	N
762405044813783040	P
761932038349946880	P
760952759466225664	P
761356473477820416	N
762109085827403776	NEU
761821403175944192	NEU
777233645836898304	N
777344738051690496	P
777603909015707649	NEU
777882701043011584	N
778943623857639424	P
778897643732893696	NONE
778842360159559680	NEU
778758195506479105	P
778421707610685440	NEU
778408489240629248	NEU
778581008300015617	N
778443664611643394	NEU
778276995029499904	N
779269749008105472	N
779193513531609088	N
784010322235498496	N
783440401596317697	NEU
784141876165283842	P
784526101959864320	NEU
784712404269760512	P
784354830680727552	P
784354434243584000	P
784352882694950912	NEU
783478904023556097	P
784955838125531136	NEU
784959910928875520	P
785304714921578496	N
783273333202845696	P
780782817324195840	NEU
780794724709990400	P
780770298270474240	P
780767206699307008	N
780738852252069888	P
779862488124981248	NONE
779862470714417156	NEU
779794438453362688	N
779816923462795264	NEU
779819028827209729	N
779843735303647235	NEU
780155007471616002	P
780195832444452864	NONE
781269297150722049	N
781269088005918720	N
781180506964652034	NEU
781265049340043264	P
780052890702475272	N
779761015575736325	P
780926648287977472	N
780923634214903812	N
780920019366666240	N
780932418702311424	P
780831561012903940	N
781010789511593986	P
780469811788836865	P
777683056094240768	NEU
777677706653761536	N
781604298115411970	P
781617805602988033	NONE
782706923074445312	P
782669032646447104	NEU
782636986846806016	P
781838184745435136	N
782072397692280832	N
782285376438272002	N
782323364346130432	N
781467753387532288	P
781567674275037184	P
781567588207828993	P
782750587398000641	NEU
782814581248983040	NEU
782440386862153728	N
782586808651636738	N
782608653836779520	NEU
782299812830056448	N
782271503857553408	N
782503910372245504	P
777506278239272960	P
777384016152563712	NEU
776975008472203264	NEU
777269769078734848	N
777021872928067585	P
781329324389597184	NEU
781667308871770112	N
781805059801841665	P
